University Name,GRE AWA,GRE Quant,GRE Verbal,GPA,Degree,Course Name,Category
Boston University,4,170,156,3.8,PhD,Aerospace and Mechanical Engineering ,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,4.5,153,158,3.75,PhD,Anthropology,"Humanities (Languages, Literature, History, Philosophy)"
Boston University,4,159,164,3.97,PhD,Art History,Arts and Design
Boston University,5,149,155,3.76,PhD,Art History,Arts and Design
Boston University,3.5,156,165,3.88,Master,Arts ,Arts and Design
Boston University,5.5,162,161,,PhD,Astronomy and Astrophysics,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,5.5,150,160,3.16,Master,Behavioral Science And Health Education,"Social Sciences (Psychology, Sociology, Political Science)"
Boston University,,166,163,3.86,PhD,Bioengineering,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,4.5,167,147,3.5,PhD,Bioengineering ,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,4.5,161,163,3.54,Master,Bioinformatics,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,4,163,159,3.3,Master,Bioinformatics,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,4.5,163,166,3.78,PhD,Biology,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,4.5,160,155,3.44,PhD,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,5,167,170,3.87,PhD,Biomedical Engineering ,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,3,167,157,3.7,PhD,Biostatistics,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,4.5,167,154,3.87,PhD,Biostatistics,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,4.5,167,163,3.69,Master,Biostatistics,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,3.5,170,158,3.95,PhD,Chemistry Theoretical,"Social Sciences (Psychology, Sociology, Political Science)"
Boston University,4.5,155,158,3.86,Master,College Of Public Health,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,4,164,166,3.77,PhD,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,3,158,150,3.3,PhD,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,3.5,168,153,9.99,Master,Computer Science ),"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,5,157,158,3.86,PhD,Department Of Political Science,"Social Sciences (Psychology, Sociology, Political Science)"
Boston University,3.5,159,161,3.69,PhD,Department Of Political Science,"Social Sciences (Psychology, Sociology, Political Science)"
Boston University,5,159,153,3.47,Master,Economic Policy,"Social Sciences (Psychology, Sociology, Political Science)"
Boston University,4,170,155,,PhD,Economics,Business and Economics
Boston University,,163,161,3.97,Master,Economics,Business and Economics
Boston University,3,170,153,3.88,PhD,Economics,Business and Economics
Boston University,4,167,160,,PhD,Economics,Business and Economics
Boston University,5,161,154,3.91,Master,Economics,Business and Economics
Boston University,5.5,167,160,3.83,Master,Economics,Business and Economics
Boston University,3.5,168,157,3.89,PhD,Economics,Business and Economics
Boston University,5,166,161,3.81,PhD,Economics,Business and Economics
Boston University,3.5,169,153,3.87,PhD,Electrical And Computer Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,3,167,156,3.85,PhD,Electrical And Computer Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,5.5,156,164,3.97,PhD,Emerging Media Studies,"STEM (Science, Technology, Engineering, Mathematics)"
Boston University,5,159,153,3.47,Master,Global Development Economics (MADGE),Business and Economics
Boston University,5,164,169,3.5,PhD,Health Services Research,"STEM (Science, Technology, Engineering, Mathematics)"
Aachen University Of Applied Sciences,3.5,170,157,3.33,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Abilene Christian University,4.5,142,150,3.9,Master,Clinical Speech-Language Pathology,"Social Sciences (Psychology, Sociology, Political Science)"
Abilene Christian University,,154,155,3.91,Master,Communication Sciences And Disorders,"Social Sciences (Psychology, Sociology, Political Science)"
Abilene Christian University,4,144,149,3.65,Master,Communication Sciences And Disorders,"Social Sciences (Psychology, Sociology, Political Science)"
Abilene Christian University,5.5,460,690,3.35,Master,Communication Sciences And Disorders- Speech Language Pathology,"Social Sciences (Psychology, Sociology, Political Science)"
Adelphi University,,140,145,2.8,Master,Audiology,"STEM (Science, Technology, Engineering, Mathematics)"
Adelphi University,,140,145,2.8,Master,Audiology,"STEM (Science, Technology, Engineering, Mathematics)"
Adelphi University,,165,164,3.9,PhD,Clinical Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Adelphi University,5,157,145,3.6,Master,Communication Sciences And Disorders,"Social Sciences (Psychology, Sociology, Political Science)"
Adler University,4,168,172,3.88,Master,Clinical Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Adler University,3.5,156,161,3.5,Master,Clinical Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Adler University,4.5,156,169,4,Master,Clinical Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Ahsanullah University Of Science And Technology,3.5,165,165,2.73,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Alabama A & M University,3,170,144,,PhD,Chemical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Alabama A & M University,3.5,144,147,3.42,Master,Communication Sciences & Disorders / Speech Language Pathology,
Alabama A & M University,3.5,144,147,3.42,Master,Communication Sciences & Disorders / Speech Language Pathology,
Alabama A & M University,3.5,143,147,3.6,Master,CommUniversity of Illinois at Urbana-Champaign (UIUC)ative Disorders/ Speech Pathology,
Albany State University,3,152,144,3.6,PhD,Environmental Health Sciences,
American Univeristy,5,150,161,3.39,Master,Art History,Arts and Design
American Univeristy,5.5,156,170,3.92,PhD,Communication,
American Univeristy,,,,4,MFA,Creative Writing (Fiction,
American Univeristy,4,160,155,3.45,PhD,Economics,Business and Economics
American Univeristy,4.5,153,159,3.36,Master,Global Governance,
American University,5,152,164,3.5,Master,Art History,Arts and Design
American University,5,149,158,4,Master,Art History,Arts and Design
American University,,690,650,3.83,Master,Arts ,Arts and Design
American University,5.5,156,170,3.92,PhD,Communication,
American University,4,149,152,3.58,Master,Comparative Public Policy,
American University,6,152,159,3.96,MFA,Creative Wriitng (Fiction),
American University,4.5,164,164,3.15,Master,Data Science,
American University,4,770,620,3.8,PhD,Department Of Political Science (IR),
American University,3.5,152,158,3.2,Master,Development Management,
American University,5.5,153,160,3.29,Master,Development Management,
American University,5,790,610,3.56,Master,Development Management,
American University,5,161,161,3.56,Master,Development Management,
American University,3.5,152,158,3.2,Master,Development Management,
American University,5.5,153,160,3.29,Master,Development Management,
American University,2.5,141,157,3.7,PhD,Economics,Business and Economics
American University,4,159,151,3.86,PhD,Economics,Business and Economics
American University,4.5,159,161,3.72,PhD,Economics,Business and Economics
American University,4,163,164,,PhD,Economics,Business and Economics
American University,2.5,141,157,3.7,PhD,Economics,Business and Economics
American University,3,166,157,,PhD,Economics,Business and Economics
American University,4,160,155,3.45,PhD,Economics,Business and Economics
American University,4.5,145,159,3.26,Master,Foreign Policy And National Security,
American University,4.5,800,400,3.3,Master,Global Environmental Policy,
American University,6,163,167,3.68,Master,Global Environmental Policy,
American University,6,145,166,2.8,Master,Global Governance,
American University,4.5,156,160,3.04,Master,Global Governance,
American University,5,158,157,3.29,Master,Global Governance,
American University,4.5,151,157,3.7,Master,Global Media,
Andrews University,4,142,155,3.19,PhD,Educational Leadership - Higher Education,
Annenberg School University,5.5,163,154,3.82,PhD,Communications,
Antioch University,4.5,152,169,3.9,Master,Clinical Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Antioch University,5.5,160,168,3,Master,Clinical Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Appalachain State University,,660,400,3.78,Master,Communication Disorder/ Speech Language Pathology,
Appalachain State University,3,147,145,3.8,Master,Communication Disorder/speech Pathology,
Appalachain State University,4,640,450,3.42,Master,Communication Science And Disorders / Speech Language Pathology,
Appalachain State University,3.5,150,155,3.85,Master,Communications Sciences And Disorders-Speech Langauge Pathology,
Appalachian State University,,139,161,3.3,Master,Clinical Mental Health Counseling,
Appalachian State University,,690,440,3.47,Master,Communcation Disorders/ Speech Language Pathology,
Appalachian State University,4.5,580,680,3.57,Master,Communication Disorders / Speech-Language Pathology,
Appalachian State University,4.5,680,580,3.57,Master,Communication Disorders / Speech-Language Pathology,
Appalachian State University,4,620,470,3.49,Master,Communication Disorders/Speech-Language Pathology,
Arizona State University,4,168,159,3.74,Master,Advanced Materials Science And Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,166,152,3.9,PhD,Advanced Mechanical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,5,165,161,3.3,Master,Advanced Mechanical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,162,150,3.8,PhD,Aerospace and  Mechanical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,2.5,730,800,3.6,Master,Aerospace and Mechanical Engineering,Business and Economics
Arizona State University,5,168,154,3.8,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,160,142,3.56,PhD,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,156,151,3.1,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,750,530,8.38,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,2.5,158,144,8.4,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,760,600,71,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4.5,162,153,0,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,790,500,75,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,164,157,7.25,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,158,147,8.24,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,161,154,4.3,Both MS and PhD,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4.5,158,157,4.3,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4.5,170,162,9.4,Master,Aerospace Engineering,"Humanities (Languages, Literature, History, Philosophy)"
Arizona State University,4,770,580,8.73,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,800,430,9.27,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,169,157,8.46,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,167,158,69,Master,Aerospace Engineering,"Humanities (Languages, Literature, History, Philosophy)"
Arizona State University,3,161,146,9.12,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,2,166,148,3.94,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,760,330,9.42,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,,,,0,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,165,149,8.9,Master,Aerospace Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4.5,750,700,3.4,PhD,American History,"Humanities (Languages, Literature, History, Philosophy)"
Arizona State University,3.5,167,147,55,Master,Analytics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,155,150,0,Master,Analytics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4.5,159,157,6.76,Master,Analytics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,160,151,2.98,Master,Analytics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,165,154,8.82,Master,Analytics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,162,151,7.5,Master,Analytics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,154,149,62.5,Both MS and PhD,Analytics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,6,160,160,3.5,PhD,Animal Behavior And Conservation,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,5.5,164,162,4,PhD,Anthropology,"Humanities (Languages, Literature, History, Philosophy)"
Arizona State University,,154,155,,PhD,Anthropology,"Humanities (Languages, Literature, History, Philosophy)"
Arizona State University,4,630,670,3.8,PhD,Anthropology,"Humanities (Languages, Literature, History, Philosophy)"
Arizona State University,4,158,148,3.96,PhD,Anthropology Bioarcheology,"Humanities (Languages, Literature, History, Philosophy)"
Arizona State University,4,158,148,3.96,PhD,Anthropology Bioarcheology,"Humanities (Languages, Literature, History, Philosophy)"
Arizona State University,3,145,165,3.7,PhD,Applied Mathematics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,167,147,3.94,PhD,Applied Mathematics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,,,,3.65,PhD,Applied Mathematics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,5,163,152,3.98,PhD,Applied Mathematics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,5,163,152,3.98,PhD,Applied Mathematics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,65,81,3.65,PhD,Applied Mathematics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,,163,152,,PhD,Applied Mathematics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,5.5,170,158,3.6,PhD,Applied Mathematics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,770,630,3.38,PhD,Applied Mathematics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,167,163,3.96,PhD,Applied Mathematics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,,163,152,,PhD,Applied Mathematics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,144,161,,PhD,Applied Mathematics and Statistics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,780,590,3,Master,Applied Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Arizona State University,3,162,149,3.79,Master,Architecture,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,,158,160,3.79,Master,Architecture,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,2.5,770,300,3.2,Master,Architecture,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,165,147,3.65,PhD,Architecture,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,158,142,3.51,Master,Architecture,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,145,142,2.5,Master,Architecture ,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,,780,610,0,PhD,Astronomy,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4.5,163,158,3.5,PhD,Astronomy and Astrophysics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,5.5,160,157,3.69,PhD,Astronomy and Astrophysics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4.5,161,158,3.92,PhD,Astrophysics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,,,,3.3,PhD,Astrophysics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,161,164,3.9,PhD,Astrophysics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,148,148,3.79,Master,Audiology,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,149,149,3.65,Master,Audiology,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,170,158,84,Master,Automotive Engineering,Business and Economics
Arizona State University,4.5,170,151,3.82,Master,Autonomous Systems And Robotics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,157,139,3.51,Master,Aviation Management,Business and Economics
Arizona State University,99.99,318,167,,PhD,Behavioral Neuroscience,"Social Sciences (Psychology, Sociology, Political Science)"
Arizona State University,4,610,450,3.49,PhD,Biochemistry,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,,700,360,78,PhD,Bioinformatics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,680,520,8.04,Master,Bioinformatics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,161,153,8.58,Master,Bioinformatics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,700,500,0,Master,Bioinformatics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,740,510,7.88,Master,Bioinformatics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,720,510,8.56,Both MS and PhD,Bioinformatics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,5.5,156,159,3.56,PhD,Biology,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,5,164,157,3.4,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,,155,152,3.5,PhD,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,166,153,,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,,155,152,3.5,PhD,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,770,460,8.1,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,157,148,71.5,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,5,164,151,8.1,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4.5,800,650,8.38,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,,163,143,0,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,156,159,77,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,690,660,84,Both MS and PhD,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,164,155,9.04,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,165,157,72.3,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,157,156,8.3,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,154,162,76,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,157,150,8.58,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,159,151,8.9,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,163,149,7.03,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,760,650,8.25,Both MS and PhD,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,710,640,8.68,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,780,650,7.98,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,158,147,75,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,780,640,7.9441,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,164,148,7.71,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,166,144,0,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,158,151,74,Master,Biomedical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,800,580,,PhD,Biomedical Informatics,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,169,151,71,Master,Business Analytics,Business and Economics
Arizona State University,3,170,150,7,Master,Business Analytics,Business and Economics
Arizona State University,,,,0,Master,Business Analytics,Arts and Design
Arizona State University,3,159,151,72.53,Master,Business Analytics,Business and Economics
Arizona State University,,,,0,Master,Business Analytics,Business and Economics
Arizona State University,2.5,165,148,66,Master,Business Analytics,Business and Economics
Arizona State University,3,161,151,70,Master,Business Analytics,Business and Economics
Arizona State University,4,162,158,65.36,Master,Business Analytics,Business and Economics
Arizona State University,4.5,47,35,68,Master,Business Analytics,Business and Economics
Arizona State University,3.5,161,144,74,Master,Business Analytics,Business and Economics
Arizona State University,3,167,149,6.31,Master,Business Analytics,Business and Economics
Arizona State University,3,167,157,7.94,Master,Business Analytics,Business and Economics
Arizona State University,3,165,155,7.01,Master,Business Analytics,Business and Economics
Arizona State University,,,,0,Master,Business Analytics,Business and Economics
Arizona State University,4,167,147,8.5,Master,Business Analytics,Business and Economics
Arizona State University,3.5,165,152,8.45,Master,Business Analytics,Business and Economics
Arizona State University,3,162,151,7.26,Master,Business Analytics,Business and Economics
Arizona State University,4,147,170,2.83,Master,Chemical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,169,149,3.67,PhD,Chemical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,161,153,3.63,PhD,Chemical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,166,158,9.098,Master,Chemical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,165,161,7.59,Master,Chemical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,159,154,8.4,Master,Chemical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,162,154,7.39,Master,Chemical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,162,150,8.5,Master,Chemical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,170,162,6.63,Master,Chemical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,750,470,74,Master,Chemical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,169,157,8.65,Master,Chemical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,740,440,9.34,Master,Chemical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4.5,156,159,3.3,PhD,Chemistry,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,162,163,2.94,PhD,Chemistry,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,164,143,3.9,Master,Chemistry,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,160,162,2.99,PhD,Chemistry,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,154,152,3.92,PhD,Chemistry,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,570,800,3.5,PhD,Chemistry and Biochemistry,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,164,,3.3,Master,Civil,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,2.5,157,148,8.15,Master,civil,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,164,149,7.7,Master,Civil and Environmental Engg,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,162,154,3.42,Master,Civil and Environmental Engg,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,162,140,3.94,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,160,150,8.69,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,162,150,3.13,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,2.5,790,650,6.22,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4.5,165,152,7.48,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,165,157,8.19,Both MS and PhD,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,750,550,7.5,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,750,590,7.81,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,800,620,8.96,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,165,152,7.51,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,162,150,6.95,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,160,140,7.7,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,163,147,7.29,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,155,147,57.7,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,790,560,7,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,161,151,9.35,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4.5,730,640,7.56,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,780,570,89.9,PhD,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,148,151,0,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,160,143,7.2,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,770,540,7.46,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,163,140,76.2,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,161,152,3.2,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,162,148,75,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,166,145,8.15,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,159,149,9.1,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,164,156,9.8,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,151,151,7.64,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,780,540,8.8,Both MS and PhD,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,159,145,8.19,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,163,147,8.6,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,161,151,72,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,164,160,7.1,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,4,800,700,7.89,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,,162,151,7.03,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,170,144,8.24,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,170,154,7.8,Both MS and PhD,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3,750,530,7.61,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,165,148,8.54,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,158,145,8.34,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Arizona State University,3.5,170,148,7.68,Master,Civil Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
