University Name,GRE AWA,GRE Quant,GRE Verbal,GPA,Degree,Course Name,Category
Georgia Institute Of Technology,4.5,800,560,72,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,4,159,160,8.31,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,3.5,720,540,68,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,4.5,165,148,8.3,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,4,169,155,82,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,3.5,770,700,8.4,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,4,164,162,7.24,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,4,159,161,76,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,4,160,161,86,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,,750,630,8.1,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,,,,8.2,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,4,800,620,8.04,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,4.4,770,560,67,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,3.5,800,660,78.48,Master,Human Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Institute Of Technology,98,17,76,3.95,PhD,Human-Centered Computing,
Georgia Institute Of Technology,5.5,155,162,3.4,Master,Human-Computer Interaction,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia Southern University,4.5,156,143,3.82,Master,Communication Sciences And Disorders,
Georgia Southern University,4.5,153,158,3.6,Master,Experimental Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Georgia Southern University,5.5,151,155,3.71,Master,Experimental Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Georgia State University,2.5,800,530,3.8,Master,Actuarial Science,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia State University,4,147,156,3.59,Master,Anthropology,"Humanities (Languages, Literature, History, Philosophy)"
Georgia State University,6,660,500,2.68,Master,Anthropology,"Humanities (Languages, Literature, History, Philosophy)"
Georgia State University,4,158,157,3.5,Master,Anthropology,"Humanities (Languages, Literature, History, Philosophy)"
Georgia State University,5,153,170,3.8,PhD,Applied Linguistics,"Humanities (Languages, Literature, History, Philosophy)"
Georgia State University,5.5,162,163,3.77,PhD,Astronomy,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia State University,5,156,161,3.47,PhD,Astronomy,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia State University,5.5,162,163,3.77,PhD,Astronomy,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia State University,4.5,162,161,2.34,Master,Biology,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia State University,3.5,158,153,3.49,Master,Biology,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia State University,3.5,158,153,3.49,Master,Biology,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia State University,4.5,760,570,,PhD,Biostatistics,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia State University,4,170,147,3.35,Master,Business Analytics,Business and Economics
Georgia State University,3,156,150,3.67,PhD,Chemistry,
Georgia State University,3.5,152,147,3.8,Master,Chemistry Organic,
Georgia State University,3.5,152,147,3.8,Master,Chemistry Organic,
Georgia State University,4,161,167,,PhD,Clinical Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Georgia State University,5,165,166,3.72,PhD,Clinical Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Georgia State University,5.5,700,660,3.9,PhD,Clinical Psychology/Neuropsychology,"Social Sciences (Psychology, Sociology, Political Science)"
Georgia State University,,160,156,,PhD,Cognitive Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Georgia State University,5.5,163,170,3,PhD,Cognitive Science,
Georgia State University,99.99,,,3.98,Master,Communication Disorders,
Georgia State University,,,96,3.5,Master,Communication Disorders,
Georgia State University,5,650,510,3.3,Master,Communication Disorders /  Speech Language Pathology,
Georgia State University,5,152,161,3.49,Master,Communication Science & Disorders,
Georgia State University,5,146,159,3.95,Master,Communication Sciences And Disorders,
Georgia State University,3,610,540,3.65,Master,Communication Sciences And Disorders,
Georgia State University,5.5,155,169,3.5,Master,Communication Sciences And Disorders,
Georgia State University,4.5,510,570,3.7,Master,Communication Sciences And Disorders,
Georgia State University,,153,168,3.93,Master,Communication Sciences And Disorders,
Georgia State University,5,168,150,3.9,Master,Communications,
Georgia State University,5,168,150,3.9,Master,Communications,
Georgia State University,3.5,159,151,,PhD,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia State University,3,770,650,3,PhD,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia State University,3,170,164,,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia State University,3,170,164,,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Georgia State University,6,710,720,3.91,PhD,Creative Writing (fiction),
Georgia State University,,146,142,3.85,Master,Criminal Justice,
Georgia State University,3.8,158,157,,PhD,Criminal Justice,
Georgia State University,3.8,158,157,,PhD,Criminal Justice,
Georgia State University,5,155,163,3.7,PhD,Criminal Justice & Criminology,
Georgia State University,3.5,159,160,3.7,PhD,Criminology,
Georgia State University,4.5,146,162,3.83,Master,Criminology And Criminal Justice,
Georgia State University,,800,730,,PhD,Department Of Political Science,
Georgia State University,5.5,147,156,3.9,PhD,Department Of Political Science,
Georgia State University,,163,158,3.58,Master,Dual Analytics; Quantitative Risk Analysis,
Georgia State University,,163,158,3.58,Master,Dual Analytics; Quantitative Risk Analysis,
Georgia State University,3.5,164,150,3.5,Master,ECE,
Georgia State University,,,,3.92,PhD,Economics,Business and Economics
Georgia State University,3,157,142,3.71,Master,Economics,Business and Economics
Georgia State University,,720,500,3.5,PhD,Economics,Business and Economics
Georgia State University,4.5,166,152,,PhD,Economics,Business and Economics
Georgia State University,4,160,167,3.6,PhD,Economics,Business and Economics
Georgia State University,5.5,760,560,3.68,PhD,Economics,Business and Economics
Georgia State University,4,510,780,3.87,PhD,Economics,Business and Economics
Georgia State University,3.5,166,153,3.26,PhD,Economics,Business and Economics
Georgia State University,4.5,166,152,,PhD,Economics,Business and Economics
Georgia State University,6,170,170,3.65,PhD,Economics,Business and Economics
Georgia State University,5.5,170,161,3.91,PhD,Economics,Business and Economics
Georgia State University,,161,161,3.76,PhD,Economics,Business and Economics
Georgia State University,4,163,161,3.7,PhD,Economics,Business and Economics
Georgia State University,4,168,161,3.32,PhD,Educational Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Georgia State University,3,144,157,9.99,PhD,English,
Georgia State University,,140,151,3.75,PhD,English,
Georgia State University,,,740,,PhD,English Literature,
Georgia State University,5,149,166,3.97,Master,French,
Georgia State University,4,,145,3.9,PhD,History,"Humanities (Languages, Literature, History, Philosophy)"
Georgia State University,5,,165,3.7,PhD,History,"Humanities (Languages, Literature, History, Philosophy)"
Geroge Mason University,3.5,149,162,3.3,Master,Economics,Business and Economics
Governors State University,4.5,680,640,3.82,Master,Communication Disorders / Speech-Language Pathology,
Governors State University,3.5,139,145,3.77,Master,Communication Scicences And Disorders - Speech Language Pathology,
Graduate Institute Of Geneva,4,148,164,4,Master,Anthropology ,"Humanities (Languages, Literature, History, Philosophy)"
Graduate Institute Of Geneva,4,790,640,3.89,PhD,Development Economics,Business and Economics
Graduate Institute Of International And Development Studies,3.5,162,164,3.53,PhD,Development Economics,Business and Economics
Graduate Institute Of International And Development Studies,3,158,154,3.31,Master,Development Studies,
Graduate School Of Business Stanford University,5.5,167,166,,PhD,Business Organizational Behavior,Business and Economics
Grand Valley State University,4,152,157,3.71,Master,Cimmunication Sciences And Disorders/ Speech Language Pathology,
Gsd Harvard,5,163,163,3.9,Master,City / Urban Planning,
Gsd Harvard,4,168,163,,PhD,City / Urban Planning,
Gsd Harvard,5,160,168,3.88,Master,City And Urban Planning,
Gsd Harvard,3.5,160,144,3.66,Master,Design Studies (MDes),
Guangzhou University,3.5,159,150,3.2,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Harris School Of Public Policy University Of Chicago,4.5,166,156,3.8,Master,Computational Analysis & Public Policy (Harris School Of Public Policy),
Harris School Of Public Policy University Of Chicago,,,,3.93,Master,Computational Analysis And Public Policy (MSCAPP),
Harris School Of Public Policy University Of Chicago,4.5,168,163,3.76,Master,Computational Analysis And Public Policy (MSCAPP),
Harris School Of Public Policy University Of Chicago,5,163,166,3.37,Master,Environmental Science & Policy,
Harris School Of Public Policy University Of Chicago,5.5,160,169,3.7,Master,Environmental Science And Policy,
Harvard University,5,167,164,3.9,PhD,Anthropology,"Humanities (Languages, Literature, History, Philosophy)"
Harvard University,5.5,170,167,4,PhD,Applied Physics,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,3.5,144,156,3.5,Master,Architecture,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,3,157,150,3.9,Master,Architecture,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,,,,0,Master,Architecture,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,4.5,168,164,3.87,PhD,Architecture ,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,5,154,161,3.92,PhD,Art History,"Humanities (Languages, Literature, History, Philosophy)"
Harvard University,5,160,160,3.88,PhD,Astronomy and Astrophysics,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,4.5,168,165,3.67,PhD,Astronomy And Astrophysics,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,98,80,87,3.8,PhD,Biochemistry,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,4.5,165,170,3.96,PhD,Biological And Biomedical Science,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,5,164,162,3.87,PhD,Biological And Biomedical Science,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,,166,161,3.8,Master,Biomedical Informatics,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,,160,170,3.91,Master,Biomedical Informatics,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,,159,154,,PhD,Business Economics,Business and Economics
Harvard University,,,,9.1,PhD,Cell and Molecular Biology,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,,,,3.8,PhD,Chemical Biology,
Harvard University,5,165,161,3.98,PhD,Chemistry,
Harvard University,6,168,163,3.86,PhD,Chemistry,
Harvard University,4.5,165,165,4,PhD,Chemistry,
Harvard University,,,,3.99,PhD,Chemistry And Chemical Biology ,
Harvard University,4.5,164,163,3.65,PhD,Clinical And Population Health Research,
Harvard University,5,165,167,3.9,PhD,Committee On The Study Of Religion,
Harvard University,,169,160,3.79,Master,Computational Biology And Quantitative Genetics,
Harvard University,4.5,167,160,3.83,Master,Computational Science & Engineering (CSE),
Harvard University,4.5,170,163,4,Master,Computational Science And Engineering,
Harvard University,5,170,165,3.9,PhD,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,2,110,67,2.3,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,4.5,168,166,3.76,PhD,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,4,159,160,74,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,5,150,158,3.67,PhD,Crimonology,
Harvard University,,160,156,3.7,Master,Data Science,
Harvard University,3.5,170,160,3.96,Master,Data Science,
Harvard University,4.5,168,163,3.81,Master,Data Science,
Harvard University,6,168,164,3.96,PhD,Department Of Goverment (Political Science),
Harvard University,4.5,168,166,3.92,PhD,Department Of Government,
Harvard University,6,164,168,3.84,PhD,Department Of Government,
Harvard University,4.5,168,170,3.97,PhD,Department Of Government (Political Science),
Harvard University,2.5,169,147,3.4,Master,Design Studies - Technology,
Harvard University,2.5,169,147,3.4,Master,Design Studies - Technology,
Harvard University,5,168,170,3.77,Master,Divinity,
Harvard University,5.5,162,170,3.91,PhD,Earth And Planetary Sciences,
Harvard University,,169,159,3.91,PhD,Economics,Business and Economics
Harvard University,,369,,3.9,PhD,Economics,Business and Economics
Harvard University,6,168,167,4.1,PhD,Economics,Business and Economics
Harvard University,5,170,168,3.94,PhD,Economics,Business and Economics
Harvard University,,158,164,3.28,Master,Education Policy Analysis,
Harvard University,4.5,740,480,3.95,Master,Electrical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Harvard University,,,,8.42,PhD,Electronics and Communication,
Harvard University,4,158,149,8,Master,Electronics and Communication,
Harvard University,5.5,151,167,4,PhD,English,
Harvard University,5.5,151,163,3.98,PhD,English,
Harvard University,4,170,161,3.82,Master,Environmental Health,
Harvard University,6,167,161,,PhD,Environmental Science And Engineering,
Harvard University,,154,152,3.65,Master,Epidemiology,
Harvard University,,167,170,3.95,PhD,Government,
Harvard University,4.5,170,159,3.68,Master,Health Data Science,
Harvard University,,,,3.96,PhD,History,"Humanities (Languages, Literature, History, Philosophy)"
Harvard University,5,140,160,4,PhD,History And East Asian Languages,"Humanities (Languages, Literature, History, Philosophy)"
Harvard University,5,152,166,4,PhD,History And East Asian Languages,"Humanities (Languages, Literature, History, Philosophy)"
Harvard University,5,140,160,4,PhD,History And East Asian Languages,"Humanities (Languages, Literature, History, Philosophy)"
Hofstra University,3.5,157,153,3.64,Master,Applied Physics,"STEM (Science, Technology, Engineering, Mathematics)"
Hofstra University,4.5,158,168,3.74,PhD,Clinical Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Hong Kong University,3,780,460,3.5,PhD,Chemistry,
Hong Kong University,4,570,800,3.5,Master,Environmental Engineering And Management,
Howard University,5,149,151,3.49,PhD,Economics,Business and Economics
Howard University,5.5,163,141,4,PhD,English,
Howard University,,,,3.5,PhD,English - Literature,
Humphrey School Of Public Affairs: University Of Minnesota,4.5,151,150,3.38,Master,Human Rights,
Icahn School Of Medicine,3,159,158,3.9,Master,Basic and Biomedical Science ,"STEM (Science, Technology, Engineering, Mathematics)"
Icahn School Of Medicine,5.5,162,160,3.56,PhD,Cancer Biology,"Social Sciences (Psychology, Sociology, Political Science)"
Idaho State University,4,155,147,3.89,Master,Anthropology,"Humanities (Languages, Literature, History, Philosophy)"
Idaho State University,4,155,147,3.89,Master,Anthropology,"Humanities (Languages, Literature, History, Philosophy)"
Idaho State University,4,146,157,3.77,Master,Audiology,"Social Sciences (Psychology, Sociology, Political Science)"
Idaho State University,4.5,148,153,3.5,Master,Audiology,"Social Sciences (Psychology, Sociology, Political Science)"
Idaho State University,4,144,152,3.82,Master,Audiology,"Social Sciences (Psychology, Sociology, Political Science)"
Idaho State University,5,153,153,3.75,Master,Audiology  ,"STEM (Science, Technology, Engineering, Mathematics)"
Idaho State University,4,146,145,3.55,Master,Audiology  ,"STEM (Science, Technology, Engineering, Mathematics)"
Idaho State University,4,155,162,3.9,PhD,Clinical Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Idaho State University,4,154,152,3.69,PhD,Clinical Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Idaho State University,4,153,157,3.94,Master,Communication Science & Disorders,
Idaho State University,4,154,148,3.84,Master,Communication Sciences And Disorders,
Idaho State University,5,143,159,4,PhD,English,
Idaho State University,5.5,146,166,3.9,PhD,English,
Idaho State University,4,156,167,4,PhD,Experimental Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Idaho State University,8,155,165,3.9,Master,Geology,
Illinios State University,,152,154,3.5,Master,Hydrogeology,
Illinois At Urbanachampaign,4.5,160,153,3.8,Master,Bioengineering,"STEM (Science, Technology, Engineering, Mathematics)"
Illinois At Urbanachampaign,4,170,157,3.96,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Illinois At Urbanachampaign,3.5,170,160,3.77,Master,Electrical And Computer Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Illinois Institute Of Technology,,166,152,3.74,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Illinois State Univerrsity,4,150,149,3,Master,Audiology  ,"STEM (Science, Technology, Engineering, Mathematics)"
Illinois State University,4,770,440,3.2,Master,Actuarial Science,"STEM (Science, Technology, Engineering, Mathematics)"
Illinois State University,4.5,610,520,3.62,Master,American History,"Humanities (Languages, Literature, History, Philosophy)"
Illinois State University,4.5,142,147,4,Master,Anthropology,"Humanities (Languages, Literature, History, Philosophy)"
Illinois State University,4,157,152,3.55,Master,Applied Economics,Business and Economics
Illinois State University,3,147,141,3.37,Master,Applied Economics,Business and Economics
Illinois State University,3,147,141,3.37,Master,Applied Economics,Business and Economics
Illinois State University,4,153,149,3.5,Master,Audiology,"Social Sciences (Psychology, Sociology, Political Science)"
Illinois State University,5,160,165,3.76,Master,Audiology,"Social Sciences (Psychology, Sociology, Political Science)"
Illinois State University,4.5,710,650,3.77,Master,Audiology,"STEM (Science, Technology, Engineering, Mathematics)"
Illinois State University,3.5,165,140,3.6,Master,Biomathematics,"STEM (Science, Technology, Engineering, Mathematics)"
Illinois State University,4.5,148,163,3.68,Master,Clinicl-Counseling,
Illinois State University,4,610,570,3.81,Master,Cognitive And Behavioral Sciences,
Illinois State University,4,580,510,3.3,Master,College Student Personnel Administration,
Illinois State University,,550,480,4,Master,Communication Disorders / Speech-Language Pathology,
Illinois State University,4,149,151,4,Master,Communication Disorders & Sciences / Speech Language Pathology,
Illinois State University,4,148,157,3.75,Master,Developmental Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Illinois State University,5,144,157,3,PhD,English,
Illinois State University,4.5,550,610,3.84,Master,English,
Illinois State University,4.5,144,157,3.3,Master,English,
Illinois State University,4.5,144,170,4,Master,English,
Illinois State University,4.5,153,161,3.82,Master,History,"Humanities (Languages, Literature, History, Philosophy)"
Illinois State University,3.5,149,151,3.3,Master,Hydrogeology,
Illinois Urbana Champaign,4,167,165,,PhD,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Illinois Urbana Champaign,4.5,169,155,3.76,PhD,Computer Science ),"STEM (Science, Technology, Engineering, Mathematics)"
Imperial College Business School,3.5,159,170,3.7,Master,Climate Change,
Indiana Bloomington University,5.5,168,159,3.97,Master,Aeronautical and Astronautical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,5.5,168,159,3.97,Master,Aeronautical and Astronautical Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,5.5,550,710,3.8,PhD,American History,"Humanities (Languages, Literature, History, Philosophy)"
Indiana Bloomington University,4.5,150,162,3.95,PhD,Anthropology,"Humanities (Languages, Literature, History, Philosophy)"
Indiana Bloomington University,4.5,610,590,,PhD,Anthropology,"Humanities (Languages, Literature, History, Philosophy)"
Indiana Bloomington University,4.5,630,590,3.89,PhD,Anthropology Bioarcheology,"Humanities (Languages, Literature, History, Philosophy)"
Indiana Bloomington University,3.5,154,151,2.79,Master,Architecture,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,,,,3.75,Master,Art History,"Humanities (Languages, Literature, History, Philosophy)"
Indiana Bloomington University,,155,164,3.98,PhD,Art History,"Humanities (Languages, Literature, History, Philosophy)"
Indiana Bloomington University,4.5,590,610,3.59,Master,Arts ,Arts and Design
Indiana Bloomington University,4.5,162,160,3.75,Master,Audiology,"Social Sciences (Psychology, Sociology, Political Science)"
Indiana Bloomington University,4,153,159,,Master,Audiology,"Social Sciences (Psychology, Sociology, Political Science)"
Indiana Bloomington University,4,720,750,3.7,Master,Audiology,"Social Sciences (Psychology, Sociology, Political Science)"
Indiana Bloomington University,4,153,159,,Master,Audiology,"Social Sciences (Psychology, Sociology, Political Science)"
Indiana Bloomington University,4,145,158,3.98,Master,Audiology,"Social Sciences (Psychology, Sociology, Political Science)"
Indiana Bloomington University,5,155,153,3.92,Master,Audiology,"Social Sciences (Psychology, Sociology, Political Science)"
Indiana Bloomington University,4.5,162,160,3.75,Master,Audiology,"Social Sciences (Psychology, Sociology, Political Science)"
Indiana Bloomington University,5.5,147,157,3.7,Master,Audiology,"Social Sciences (Psychology, Sociology, Political Science)"
Indiana Bloomington University,5,154,160,3.7,Master,Audiology  ,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,4.5,157,154,3.62,Master,Audiology  ,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,4,148,152,3.8,Master,Audiology  ,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,4,157,155,3.9,Master,Audiology  ,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,4.7,150,160,3.75,Master,Behavior Analysis,"Social Sciences (Psychology, Sociology, Political Science)"
Indiana Bloomington University,3.5,150,170,3.24,PhD,Biostatistics and Epidemiology,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,4.5,162,158,3.89,Master,Business Information Systems,Business and Economics
Indiana Bloomington University,5,160,167,3.58,Master,Central Eurasian Studies,
Indiana Bloomington University,5.5,154,166,3.83,Master,Central Eurasian Studies,
Indiana Bloomington University,5.5,154,166,3.83,Master,Central Eurasian Studies,
Indiana Bloomington University,4,169,154,3.6,Master,Central Eurasian Studies,
Indiana Bloomington University,3.5,158,163,3.33,PhD,Chemistry,
Indiana Bloomington University,4,154,154,3.49,PhD,Chemistry,
Indiana Bloomington University,3.5,157,160,3.67,PhD,Chemistry,
Indiana Bloomington University,4,790,480,3.74,PhD,Chemistry,
Indiana Bloomington University,,770,610,,PhD,Chemistry,
Indiana Bloomington University,3.5,138,140,3.5,PhD,Chemistry,
Indiana Bloomington University,4.5,165,157,3.52,PhD,Chemistry,
Indiana Bloomington University,,,,3.67,PhD,Chemistry ,
Indiana Bloomington University,82,87,76,3.67,PhD,Chemistry ,
Indiana Bloomington University,4,141,154,,Master,Classical Studies,
Indiana Bloomington University,3.5,155,157,,PhD,Clinical And Cardiovascular Disease Epidemiology,
Indiana Bloomington University,5,780,580,4,PhD,Clinical Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Indiana Bloomington University,4.5,650,780,3.53,PhD,Cognitive Science/ Cognitive Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Indiana Bloomington University,5.5,660,530,3.86,Master,Communcation Disorders/Speech Language Pathology,
Indiana Bloomington University,6,700,720,2.2,PhD,Communication And Culture,
Indiana Bloomington University,5,610,570,3.73,PhD,Communication And Culture,
Indiana Bloomington University,5.5,780,770,3.43,Master,Communication And Culture - Film And Media,
Indiana Bloomington University,4,700,500,3.85,Master,Communication Disorder/ Speech Language Pathology,
Indiana Bloomington University,5,480,640,3.8,Master,Communication Disorders / Speech Pathology,
Indiana Bloomington University,4,152,153,4,Master,Communication Sciences & Disorders - Speech Language Pathology,
Indiana Bloomington University,4,510,610,3.87,Master,Communication Sciences & Disorders/Speech Pathology,
Indiana Bloomington University,,610,700,3.88,PhD,Communication Studies,
Indiana Bloomington University,5,740,590,3.96,Master,CommUniversity of Illinois at Urbana-Champaign (UIUC)ative Disorders/ Speech Pathology,
Indiana Bloomington University,5.5,,163,3.97,PhD,Comparative Literature,
Indiana Bloomington University,3.5,770,690,,Master,Comparative Literature,
Indiana Bloomington University,4,163,164,3.94,PhD,Comparative Literature,
Indiana Bloomington University,5.5,166,163,3.64,PhD,Comparative Literature,
Indiana Bloomington University,4.5,167,162,3.6,PhD,Comparative Politics/Political Science,
Indiana Bloomington University,5,159,161,3.6,Master,Computational Linguistics,
Indiana Bloomington University,4,159,164,3.92,Master,Computational Linguistics,
Indiana Bloomington University,4.5,155,164,3.71,PhD,Computational Linguistics,
Indiana Bloomington University,4,159,164,3.92,Master,Computational Linguistics,
Indiana Bloomington University,3,157,151,3.39,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,4.5,164,153,3.8,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,4,159,146,3.38,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,3.5,162,156,3.36,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,,750,460,3.5,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,99.99,327,158,3.2,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,4,160,151,3.77,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,3.5,168,149,3.67,PhD,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,4.5,790,560,3.93,Master,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,3,169,142,3.5,PhD,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,4.5,168,160,3.88,PhD,Computer Science,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,3.5,170,152,3.2,Master,Computer Science - Data Science,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,4.5,170,160,3.2,Master,Computer Science - Data Science,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,3,168,154,,Master,Computer Science ) General,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,,148,157,3.75,PhD,Counseling Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Indiana Bloomington University,,148,157,3.75,PhD,Counseling Psychology,"Social Sciences (Psychology, Sociology, Political Science)"
Indiana Bloomington University,5,143,163,3.6,Master,Criminology,
Indiana Bloomington University,5.5,560,640,3.4,PhD,Criminology And Criminal Justice,
Indiana Bloomington University,3,160,167,3.3,Master,Data Science,
Indiana Bloomington University,99.99,650,650,3.98,Master,Data Science,
Indiana Bloomington University,4,163,154,3.89,Master,Data Science,
Indiana Bloomington University,4,770,740,3.62,PhD,Department Of Government And Politics,
Indiana Bloomington University,5,153,153,3.12,PhD,Earth And Atmospheric Science,
Indiana Bloomington University,5,153,153,3.12,PhD,Earth And Atmospheric Science,
Indiana Bloomington University,5,149,164,3.69,Master,East Asian Studies,
Indiana Bloomington University,3.5,670,760,3.8,Master,East Asian Studies,
Indiana Bloomington University,,,,3.5,PhD,Economics,Business and Economics
Indiana Bloomington University,3,540,800,3.34,PhD,Economics,Business and Economics
Indiana Bloomington University,4.5,160,155,3.8,PhD,Economics,Business and Economics
Indiana Bloomington University,4.5,165,151,3.42,PhD,Electrical And Computer Engineering,"STEM (Science, Technology, Engineering, Mathematics)"
Indiana Bloomington University,4,154,168,3.72,PhD,English,
Indiana Bloomington University,,700,720,3.6,PhD,English,
Indiana Bloomington University,5,163,154,3.97,PhD,English,
Indiana Bloomington University,4.5,151,162,3,PhD,English,
Indiana Bloomington University,5.5,151,169,4,PhD,English,
Indiana Bloomington University,5.5,620,670,,PhD,English,
Indiana Bloomington University,5,150,166,3.75,PhD,English,
Indiana Bloomington University,4.5,150,162,3.74,MFA,English - Creative Writing Poetry,
Indiana Bloomington University,5,154,166,4,PhD,English - Literature,
Indiana Bloomington University,5.5,165,168,3.9,PhD,English - Literature,
Indiana Bloomington University,5.5,160,169,3.7,Master,Environmental Science,
Indiana Bloomington University,3.5,166,160,8,Master,Environmental Science,
Indiana Bloomington University,5.5,160,154,3.36,Master,Environmental Science,
Indiana Bloomington University,6,730,580,3.85,Master,Environmental Science,
